Code Famille,Libellé étendu nouvelle nomenclature achat,RFD niveau 2,Type de dépenses,,,,,,,Code Famille,Principales familles utilisées au LKB
SA.02,SPECTROMETRIE RMN : CRYOSONDES / TETES DE MESURES,B05,,61350000,61220000,21540001,23150001,,,,
SA.03,SPECTROMETRIE RMN : AIMANTS SUPRACONDUCTEURS,B05,,61350000,61220000,21540001,23150001,,,,
SA.04,SPECTROMETRIE RMN : CONSOLES ELECTRONIQUES,B05,,61350000,61220000,21540001,23150001,,,,
SA.05,"SPECTROMETRIE RMN : AUTRE MATERIEL, ACCESSOIRES, PIECES DETACHEES",B05,60670000,61350000,61220000,21540001,23150001,,,,
SA.1,SPECTROMETRIE RPE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS,,,,,,,,,,
SA.11,SPECTROMETRIE RPE : SPECTROMETRES COMPLETS,B05,,61350000,61220000,21540001,23150001,,,,
SA.12,"SPECTROMETRIE RPE : AUTRE MATERIEL, ACCESSOIRES, PIECES DETACHEES",B05,60670000,61350000,61220000,21540001,23150001,,,,
SB,"SPECTROMETRIE DE MASSE ET TECHNIQUES SEPARATIVES : EQUIPEMENTS, ACCESSOIRES ET CONSOMMABLES DEDIES AUX INSTRUMENTS",,,,,,,,,,
SB.0,SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS,,,,,,,,,,
SB.01,SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : SONDES IONIQUES IMS,B05,,61350000,61220000,21540001,23150001,,,,
SB.02,SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : AUTRE MATERIEL ET PIECES DET.,B05,60670000,61350000,61220000,21540001,23150001,,,,
SB.1,SPECTROSCOPIE MASSIQUE DE DECHARGE LUMINESCENTE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS,,,,,,,,,,
SB.11,SPECTROSCOPIE MASSIQUE DE DECHARGE LUMINESCENTE (GDMS) : SPECTROMETRES COMPLETS,B05,,61350000,61220000,21540001,23150001,,,,
SB.12,SPECTROSCOPIE GDMS : AUTRE MATERIEL ET PIECES DETACHEES ,B05,60670000,61350000,61220000,21540001,23150001,,,,
SB.2,SPECTROMETRIE DE MASSE POUR LA BIOLOGIE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS,,,,,,,,,,
SB.21,SPECTROMETRES DE MASSE A RESONANCE CYCLOTRONIQUE D'IONS (FT-ICR),B05,,61350000,61220000,21540001,23150001,,,,
SB.22,SPECTROMETRIE FT-ICR : AUTRE MATERIEL ET CONSOMMABLES DEDIES,B05,60670000,61350000,,21540001,23150001,,,,
SB.23,SPECTROMETRES DE MASSE POUR LA BIOLOGIE,B05,,61350000,61220000,21540001,23150001,,,,
SB.24,SPECTRO DE MASSE POUR LA BIOLOGIE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,B05,60670000,61350000,,21540001,23150001,,,,
SB.3,SPECTROMETRIE DE MASSE POUR AUTRES ANALYSES : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS,,,,,,,,,,
SB.31,SPECTROMETRES DE MASSE POUR LA CHIMIE,B05,,61350000,61220000,21540001,23150001,,,,
SB.32,SPECTRO DE MASSE POUR LA CHIMIE : AUTRE MATERIEL ET CONSOMMABLES DEDIES ,B05,60670000,61350000,,21540001,23150001,,,,
SB.5,TECHNIQUES SEPARATIVES ANALYTIQUES,,,,,,,,,,
SB.51,"CHROMATOGRAPHIE LIQUIDE ANALYTIQUE : CHAINES, DETECTEURS, POMPES…",B05,60670000,61350000,61220000,21540001,23150001,,,,
SB.52,CHROMATOGRAPHIE LIQUIDE ANALYTIQUE : COLONNES ET AUTRES CONSOMMABLES DEDIES,B05,60670000,,,,,,,,
SB.53,"CHROMATOGRAPHIE GAZEUSE ANALYTIQUE : CHAINES, FOURS, DETECTEURS,…",B05,60670000,61350000,61220000,21540001,23150001,,,,
SB.54,CHROMATOGRAPHIE GAZEUSE ANALYTIQUE : COLONNES ET AUTRES CONSOMMABLES DEDIES,B05,60670000,,,,,,,,
SB.55,MATERIEL D'ELECTROPHORESE CAPILLAIRE : INSTRUMENTS,B05,60670000,61350000,61220000,21540001,23150001,,,,
SB.56,MATERIEL D'ELECTROPHORESE CAPILLAIRE : CONSOMMABLES DEDIES AUX INSTRUMENTS,B05,60670000,,,,,,,,
SC,"RAYONS X: EQUIPEMENTS, ACCESSOIRES  ET CONSOMMABLES DEDIES AUX INSTRUMENTS",,,,,,,,,,
SC.0,DIFFRACTION ET DIFFUSION DES RAYONS X : INSTRUMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS,,,,,,,,,,
SC.01,DIFFRACTION X : DIFFRACTOMETRES A RAYONS X COMPLETS,B05,,61350000,61220000,21540001,23150001,,,,
SC.02,DIFFRACTION X : GENERATEURS DE RAYONS X,B05,,61350000,61220000,21540001,23150001,,,,
SC.03,DIFFRACTION X : AUTRE MATERIEL ET CONSOMMABLES DEDIES,B05,60670000,61350000,,21540001,,,,,
SC.04,DIFFUSION DES RAYONS X : SYSTEMES COMPLETS,B05,,61350000,61220000,21540001,23150001,,,,
SC.05,DIFFUSION DES RAYONS X : AUTRE MATERIEL ET CONSOMMABLES DEDIES,B05,60670000,61350000,,21540001,,,,,
SC.1,FLUORESCENCE X : INSTRUMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS,,,,,,,,,,
SC.11,SPECTROMETRIE DE FLUORESCENCE X (XRF) : SPECTROMETRES COMPLETS,B05,,61350000,61220000,21540001,23150001,,,,
SC.12,SPECTROMETRIE DE FLUORESCENCE X : AUTRE MATERIEL ET CONSOMMABLES DEDIES,B05,60670000,61350000,,21540001,,,,,
SC.2,RAYONS X : AUTRES INSTRUMENTS ET CONSOMMABLES DEDIES,,,,,,,,,,
SC.21,RAYONS X : TOMOGRAPHES A RAYONS X,B05,,61350000,61220000,21540001,23150001,,,,
SC.22,RAYONS X : AUTRE MATERIEL ET CONSOMMABLES DEDIES AUX INSTRUMENTS,B05,60670000,61350000,61220000,21540001,23150001,,,,
SD,"SPECTROMETRIE ELECTRONIQUE ET IONIQUE : INSTRUMENTS, ACCESSOIRES  ET CONSOMMABLES DEDIES AUX INSTRUMENTS",,,,,,,,,,
SD.0,SPECTROMETRIE ELECTRONIQUE ET IONIQUE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS,,,,,,,,,,
SD.01,"SPECTROMETRES ELECTRONIQUES (AUGER, XPS, ESCA, LEED, RHEED,..)",B05,,61350000,61220000,21540001,23150001,,,,
SD.02,SPECTROMETRIE ELECTRONIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,B05,60670000,61350000,61220000,21540001,,,,,
SD.03,"APPAREILS DE SPECTROMETRIE IONIQUE (HEIS ou RBS, MEIS,…)",B05,,61350000,61220000,21540001,23150001,,,,
SD.04,SPECTROMETRIE IONIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,B05,60670000,61350000,61220000,21540001,,,,,
SE,"SPECTROMETRIE OPTIQUE : EQUIPEMENTS, ACCESSOIRES  ET CONSOMMABLES DEDIES AUX INSTRUMENTS",,,,,,,,,,
SE.0,SPECTROMETRIE RAMAN : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS,,,,,,,,,,
SE.01,SPECTROMETRIE RAMAN : SPECTROMETRES COMPLETS,B05,,61350000,61220000,21540001,23150001,,,,
SE.02,SPECTROMETRIE RAMAN : AUTRE MATERIEL ET PIECES DETACHEES DEDIES,B05,60670000,61350000,61220000,21540001,,,,,
SE.1,"SPECTROMETRIE UV, IR, FLUORESCENCE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS",,,,,,,,,,
SE.11,SPECTROPHOTOMETRIE UV-VISIBLE : LECTEURS DE MICROPLAQUES (SANS RADIOACTIVITE),B05,,61350000,61220000,21540001,23150001,,,,
SE.12,SPECTROMETRES UV-VISIBLE ET INFRA ROUGE (HORS LECTEURS DE MICROPLAQUES),B05,,61350000,61220000,21540001,23150001,,,,
SE.13,SPECTROPHOTOMETRIE UV-VISIBLE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,B05,60670000,61350000,61220000,21540001,,,,,
SE.14,SPECTROFLUORIMETRES ET FLUORIMETRES (HORS LECTEURS DE MICROPLAQUES),B05,,61350000,61220000,21540001,23150001,,,,
SE.15,SPECTROFLUORIMETRIE ET FLUORIMETRIE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,B05,60670000,61350000,61220000,21540001,,,,,
SE.2,POLARIMETRIE ET DICHROISME CIRCULAIRE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS,,,,,,,,,,
SE.21,SPECTROPOLARIMETRIE - POLARIMETRIE : SPECTROMETRES COMPLETS,B05,,61350000,61220000,21540001,23150001,,,,
SE.22,SPECTROPOLARIMETRIE - POLARIMETRIE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,B05,60670000,61350000,61220000,21540001,,,,,
SE.23,DICHROISME CIRCULAIRE : SPECTROMETRES COMPLETS,B05,,61350000,61220000,21540001,23150001,,,,
SE.24,DICHROISME CIRCULAIRE : AUTRE MATERIEL ET CONSOMMABLES DEDIES AUX INSTRUMENTS,B05,60670000,61350000,61220000,21540001,,,,,
SE.3,ELLIPSOMETRIE SPECTROSCOPIQUE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS,,,,,,,,,,
SE.31,ELLIPSOMETRIE SPECTROSCOPIQUE : SPECTROMETRES COMPLETS,B05,,61350000,61220000,21540001,23150001,,,,
SE.32,ELLIPSOMETRIE SPECTROSCOPIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,B05,60670000,61350000,61220000,21540001,,,,,
SE.4,INTERFEROMETRIE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS,,,,,,,,,,
SE.41,INTERFEROMETRIE SPECTROSCOPIQUE : SPECTROMETRES COMPLETS,B05,,61350000,61220000,21540001,23150001,,,,
SE.42,INTERFEROMETRIE SPECTROSCOPIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,B05,60670000,61350000,61220000,21540001,,,,,
SE.5,SPECTROMETRIE D'ABSORPTION ET D'EMISSION ATOMIQUE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS,,,,,,,,,,
SE.51,SPECTROMETRES D'ABSORPTION ET D'EMISSION ATOMIQUE,B05,,61350000,61220000,21540001,23150001,,,,
SE.52,SPECTROM. D'ABSORPT. ET D'EMISS. ATOMIQUE : AUTRE MATERIEL ET CONSOMM. DEDIES,B05,60670000,61350000,61220000,21540001,,,,,
SE.6,SPECTROMETRIE OPTIQUE : LAMPES POUR SPECTROMETRES / SPECTROPHOTOMETRES,,,,,,,,,,
SE.61,SPECTROMETRIE OPTIQUE : LAMPES POUR SPECTROMETRES / SPECTROPHOTOMETRES,B05,60670000,,,,,,,,
SF,"AUTRES TECHNIQUES SPECTROSCOPIQUES : EQUIPEMENTS, ACCESSOIRES  ET CONSOMMABLES DEDIES AUX INSTRUMENTS",,,,,,,,,,
SF.0,AUTRES TECHNIQUES SPECTROSCOPIQUES : EQUIPEMENTS ET ACCESSOIRES,,,,,,,,,,
SF.01,SPECTROSCOPIE DIELECTRIQUE : EQUIPEMENTS ET ACCESSOIRES,B05,60670000,61350000,61220000,21540001,23150001,,,,
SF.02,REFRACTOMETRIE DE RESONANCE DE PLASMON DE SURFACE : EQUIPEMENTS ET ACCESSOIRES,B05,60670000,61350000,61220000,21540001,23150001,,,,
SF.03,AUTRES TECHNIQUES SPECTROSCOPIQUES : EQUIPEMENTS ET ACCESSOIRES,B05,60670000,61350000,61220000,21540001,23150001,,,,
SG,"SPECTROMETRIE : MAINTENANCE, REPARATION DES EQUIPEMENTS",,,,,,,,,,
SG.0,SPECTROMETRIE RMN ET RPE : REPARATION ET MAINTENANCE,,,,,,,,,,
SG.01,"SPECTROMETRIE RMN ET RPE : MAINTENANCE, REPARATION DU MATERIEL",B05,61550000,,,21540001,,,,,
SG.1,SPECTROMETRIE DE MASSE ET TECHNIQUES SEPARATIVES : REPARATION ET MAINTENANCE,,,,,,,,,,
SG.11,SPECTROSCOPIE MASSIQUE DE DECHARGE LUMINESCENTE : MAINTENANCE ET REPARATION,B05,61550000,,,21540001,,,,,
SG.12,SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : MAINTENANCE ET REPARATION,B05,61550000,,,21540001,,,,,
SG.13,SPECTROMETRIE DE MASSE : MAINTENANCE ET REPARATION,B05,61550000,,,21540001,,,,,
SG.14,TECHNIQUES SEPARATIVES ANALYTIQUES : MAINTENANCE ET REPARATION,B05,61550000,,,21540001,,,,,
SG.2,RAYONS X : REPARATION ET MAINTENANCE,,,,,,,,,,
SG.21,DIFFRACTION X : MAINTENANCE ET REPARATION DES INSTRUMENTS,B05,61550000,,,21540001,,,,,
SG.22,FLUORESCENCE X : MAINTENANCE ET REPARATION DES INSTRUMENTS,B05,61550000,,,21540001,,,,,
SG.23,RAYONS X : MAINTENANCE ET REPARATION DES AUTRES INSTRUMENTS,B05,61550000,,,21540001,,,,,
SG.3,SPECTROMETRIE ELECTRONIQUE ET IONIQUE : REPARATION ET MAINTENANCE,,,,,,,,,,
SG.31,SPECTROMETRIE ELECTRONIQUE ET IONIQUE : MAINTENANCE ET REPARATION,B05,61550000,,,21540001,,,,,
SG.4,SPECTROMETRIE OPTIQUE : REPARATION ET MAINTENANCE,,,,,,,,,,
SG.41,SPECTROMETRIE RAMAN : MAINTENANCE ET REPARATION,B05,61550000,,,21540001,,,,,
SG.42,SPECTROMETRIE UV-VIS-IR : MAINTENANCE ET REPARATION,B05,61550000,,,21540001,,,,,
SG.43,SPECTROFLUORIMETRIE ET FLUORIMETRIE : MAINTENANCE ET REPARATION ,B05,61550000,,,21540001,,,,,
SG.44,SPECTROPOLARIMETRIE ET DICHROISME CIRCULAIRE : MAINTENANCE ET REPARATION ,B05,61550000,,,21540001,,,,,
SG.45,ELLIPSOMETRIE SPECTROSCOPIQUE : MAINTENANCE ET REPARATION,B05,61550000,,,21540001,,,,,
SG.46,INTERFEROMETRIE : MAINTENANCE ET REPARATION,B05,61550000,,,21540001,,,,,
SG.47,SPECTROMETRIE D'ABSORPTION ET D'EMISSION ATOMIQUE : MAINTENANCE ET REPARATION,B05,61550000,,,21540001,,,,,
SG.48,AUTRES TYPES DE SPECTROMETRIE OPTIQUE : MAINTENANCE ET REPARATION,B05,61550000,,,21540001,,,,,
SG.5,AUTRES TECHNIQUES SPECTROSCOPIQUES : REPARATION ET MAINTENANCE,,,,,,,,,,
SG.51,SPECTROSCOPIE DIELECTRIQUE : MAINTENANCE ET REPARATION,B05,61550000,,,21540001,,,,,
SG.52,REFRACTOMETRIE DE RESONANCE DE PLASMON DE SURFACE : MAINTENANCE ET REPARATION,B05,61550000,,,21540001,,,,,
SH,SPECTROMETRIE - SPECTROSCOPIE : SERVICES D'ANALYSES,,,,,,,,,,
SH.0,SPECTROMETRIE RMN ET RPE : SERVICES D'ANALYSES,,,,,,,,,,
SH.01,SPECTROMETRIE RMN ET RPE : SERVICES D'ANALYSES,B03,62880000,,,,,,,,
SH.1,SPECTROMETRIE ET SPECTROSCOPIE DE MASSE : SERVICES D'ANALYSES,,,,,,,,,,
SH.11,SPECTROMETRIE DE MASSE : SERVICES D'ANALYSES,B03,62880000,,,,,,,,
SH.12,SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : SERVICES D'ANALYSES,B03,62880000,,,,,,,,
SH.13,SPECTROSCOPIE MASSIQUE DE DECHARGE LUMINESCENTE (GDMS) : SERVICES D'ANALYSES,B03,62880000,,,,,,,,
SH.2,RAYONS X : REPARATION ET MAINTENANCE,,,,,,,,,,
SH.21,DIFFRACTION X : SERVICES D'ANALYSES,B03,62880000,,,,,,,,
SH.22,DIFFUSION X : SERVICES D'ANALYSES,B03,62880000,,,,,,,,
SH.23,FLUORESCENCE X : SERVICES D'ANALYSES,B03,62880000,,,,,,,,
SH.24,TOMOGRAPHIE X : SERVICES D'ANALYSES,B03,62880000,,,,,,,,
SH.3,SPECTROMETRIE ELECTRONIQUE ET IONIQUE : REPARATION ET MAINTENANCE,,,,,,,,,,
SH.31,SPECTROMETRIE ELECTRONIQUE ET IONIQUE : SERVICES D'ANALYSES,B03,62880000,,,,,,,,
SH.4,SPECTROMETRIE OPTIQUE : SERVICES D'ANALYSES,,,,,,,,,,
SH.41,SPECTROMETRIE RAMAN : SERVICES D'ANALYSES,B03,62880000,,,,,,,,
SH.42,SPECTROMETRIE UV-VIS-IR : SERVICES D'ANALYSES,B03,62880000,,,,,,,,
SH.43,SPECTROFLUORIMETRIE ET FLUORIMETRIE : SERVICES D'ANALYSES,B03,62880000,,,,,,,,
SH.44,SPECTROMETRIE D'ABSORPTION ET D'EMISSION ATOMIQUE : SERVICES D'ANALYSES,B03,62880000,,,,,,,,
SH.45,AUTRES TYPES DE SPECTROMETRIE OPTIQUE : SERVICES D'ANALYSE,B03,62880000,,,,,,,,
SH.5,AUTRES TECHNIQUES SPECTROSCOPIQUES : SERVICES D'ANALYSES,,,,,,,,,,
SH.51,AUTRES TECHNIQUES SPECTROSCOPIQUES : SERVICES D'ANALYSE,B03,62880000,,,,,,,,
T,"ELECTRONIQUE / TEST, ENERGIE, MESURES",,,,,,,,,,
TA,"ELECTRONIQUE : COMPOSANTS, EQUIPEMENTS",,,,,,,,,,
TA.0,"ELECTRONIQUE : COMPOSANTS, CARTES ET CIRCUITS ELECTRONIQUES",,,,,,,,,,
TA.01,COMPOSANTS ELECTRONIQUES ACTIFS ET PASSIFS,B07,60670000,,,21540001,23150001,,,,
TA.02,COMPOSANTS ELECTROMECANIQUES ET ACCESSOIRES DE CABLAGE,B07,60670000,,,21540001,23150001,,,,
TA.03,"SOUS-ENSEMBLES MECANIQUES POUR L'ELECTRONIQUE (CHASSIS, BAIES, COFFRETS,…)",B07,60670000,,,21540001,23150001,,,,
TA.04,CIRCUITS IMPRIMES MULTICOUCHES (PCB) STANDARDS OU A FACON,B07,60670000,,,21540001,23150001,,,,
TA.05,CARTES ELECTRONIQUES (REALISATION ET CABLAGE DE),B07,60670000,,,21540001,23150001,,,,
TA.06,COMPOSANTS ELECTRONIQUES SPECIFIQUES (ASIC) (FABRIQUES A FACON),B07,60670000,,,21540001,23150001,,,,
TA.1,ELECTRONIQUE EMBARQUEE SPATIALE : COMPOSANTS ELECTRONIQUES POUR APPLICATIONS SPATIALES,,,,,,,,,,
TA.11,COMPOSANTS ELECTRONIQUES ACTIFS ET PASSIFS (APPLI. SPATIALE),B09,60670000,,,21540001,23150001,,,,
TA.12,COMPOSANTS ELECTROMECANIQUES ET ACCESSOIRES DE CABLAGE  (APPLI. SPATIALE),B09,60670000,,,21540001,23150001,,,,
TA.13,"SOUS-ENSEMBLES MECANIQUES (CHASSIS, BAIES, COFFRETS,…) (APPLI. SPATIALE)",B09,60670000,,,21540001,23150001,,,,
TA.14,CIRCUITS IMPRIMES MULTICOUCHES (PCB) STANDARDS OU A FACON  (APPLI. SPATIALE),B09,60670000,,,21540001,23150001,,,,
TA.15,CARTES ELECTRONIQUES (REALISATION ET CABLAGE DE)  (APPLI. SPATIALE),B09,60670000,,,21540001,23150001,,,,
TA.16,COMPOSANTS ELECTRONIQUES SPECIFIQUES (ASIC) (A FACON)  (APPLI. SPATIALE),B09,60670000,,,21540001,23150001,,,,
TA.2,ELECTRONIQUE : EQUIPEMENTS ET CONSOMMABLES DEDIES,,,,,,,,,,
TA.21,"MACHINES DEDIEES A L'ELECTRONIQUE (SOUDURE, PLACEMENT,…)",B07,60670000,,,21540001,23150001,,,,
TA.22,PETITS EQUIPEMENTS ET CONSOMMABLES POUR L'ELECTRONIQUE,B07,60670000,,,21540001,23150001,,,,
TA.3,ELECTRONIQUE : EQUIPEMENTS ELECTRONIQUES SPECIAUX,,,,,,,,,,
TA.31,SYSTEMES ELECTRONIQUES OU ELECTROMECANIQUES SPECIAUX,B07,,,,21540001,23150001,,,,
TB,TESTS ENERGIE MESURES : EQUIPEMENTS,,,,,,,,,,
TB.0 ,TESTS ET MESURES : EQUIPEMENTS,,,,,,,,,,
TB.01,"INSTRUMENTS DE GENERATION ET TRAITEMENT DES SIGNAUX (GENERATEURS, AMPLI…)",B07,60670000,,,21540001,23150001,,,,
TB.02,"OSCILLOSCOPES, ANALYSEURS ET ACCESSOIRES (SONDES,…)",B07,60670000,,,21540001,23150001,,,,
TB.03,"ACQUISITION DE DONNEES (CARTES,…)",B07,60670000,,,21540001,23150001,,,,
TB.04,"PETITE INSTRUMENTATION COURANTE DE TESTS ET MESURES (VOLTMETRES,…)",B07,60670000,,,21540001,23150001,,,,
TB.05,INSTRUMENTATION RADIOFREQUENCES ET HYPERFREQUENCES,B07,60670000,,,21540001,23150001,,,,
TB.1 ,"ENERGIE : EQUIPEMENTS (ALIMENTATIONS, BATTERIES…)",,,,,,,,,,
TB.11,"ENERGIE : MATERIEL D'ALIMENTATION (ALIM., AMPLI., ONDULEURS,…)",B07,60670000,,,21540001,23150001,,,,
TB.12,ENERGIE : PILES A L'UNITE ET ASSEMBLAGE DE PILES CLASSIQUES ET SPECIALES,B07,60670000,,,,,,,,
TB.13,ENERGIE : PILES ET ASSEMBLAGE DE PILES RECHARGEABLES (CLASSIQUES ET SPECIALES),B07,60670000,,,,,,,,
TC,"ELECTRONIQUE / TEST, ENERGIE, MESURES : REPARATION ET MAINTENANCE DES EQUIPEMENTS",,,,,,,,,,
TC.0,ELECTRONIQUE : REPARATION ET MAINTENANCE DES  EQUIPEMENTS,,,,,,,,,,
TC.01,ELECTRONIQUE : REPARATION ET MAINTENANCE DES EQUIP. DE TESTS ENERGIE MESURES,B07,61550000,,,21540001,,,,,
TC.02,MAINTENANCE DES SYSTEMES ELECTRONIQUES ET ELECTROMECANIQUES SPECIAUX,B07,61550000,,,21540001,,,,,
TC.1,TEST ENERGIE MESURE : REPARATION ET MAINTENANCE DES EQUIPEMENTS,,,,,,,,,,
TC.11,TEST ENERGIE MESURE : REPARATION ET MAINTENANCE DES EQUIPEMENTS,B07,61550000,,,21540001,,,,,
TD,ELECTRONIQUE / TESTS ENERGIE MESURES : SERVICES SPECIALISES,,,,,,,,,,
TD.0,ELECTRONIQUE : SERVICES SPECIALISES,,,,,,,,,,
TD.01,"ELECTRONIQUE : SERVICES DE MESURES, TESTS, CARACTERISATION, CERTIFICATIONS",B07,62880000,,,,,,,,
TD.02,ELECTRONIQUE : SERVICES D'ETUDES EN R&D ELECTRONIQUE,B07,61700000,,,21540001,23150001,,,,
TD.03,ELECTRONIQUE : AUTRES SERVICES SANS FOURNITURE,B07,62880000,,,,,,,,
TD.1,LOGICIELS POUR L'ELECTRONIQUE : DROITS ET MAINTENANCE,,,,,,,,,,
TD.11,DROITS D'UTILISATION DES LOGICIELS DE CAO EN ELECTRONIQUE,D2,60681000,,,20530001,23200001,,,,
TD.12,DROITS D'UTIL. DE LOGICIELS POUR LA PROGRAM. MICROCONTROLEUR,D2,60681000,,,20530001,23200001,,,,
TD.13,DROITS D'UTIL. DE LOGICIELS POUR LA PROGRAM. DES COMPOS. PROGRAM.,D2,60681000,,,20530001,23200001,,,,
TD.14,DROITS D'UTIL. DE LOGICIELS POUR LA PROGRAM. INTERFACE HOMME MACHINE,D2,60681000,,,20530001,23200001,,,,
TD.15,DROITS D'UTIL. DES AUTRES LOGICIELS POUR L'ELECTRONIQUE,D2,60681000,,,20530001,23200001,,,,
TD.16,MAINTENANCE DES LOGICIELS POUR L'ELECTRONIQUE,D1,61550000,,,20530001,,,,,
U,SCIENCES DE LA TERRE - GEOPHYSIQUE - ASTROPHYSIQUE - ARCHEOLOGIE,,,,,,,,,,
UA,EMBARCATIONS ET EQUIPEMENTS D'EMBARCATIONS,,,,,,,,,,
UA.0,EMBARCATIONS,,,,,,,,,,
UA.01,NAVIRES,C4,,,,21821001,23180001,,,,
UA.02,"EMBARCATIONS TRANSPORTABLES OU A USAGE D'ANNEXE (SEMI-RIGIDES,…)",C4,,,,21821001,23180001,,,,
UA.03,"PLATEFORMES, RADEAUX, BARGES A USAGE FLUVIAL",C4,,,,21821001,23180001,,,,
UA.1,EQUIPEMENTS TECHNIQUES ET DE NAVIGATION POUR NAVIRES,,,,,,,,,,
UA.11,MOTEURS DE BATEAU,C4,,,,21821001,23180001,,,,
UA.12,"AUXILIAIRES DE PONT DE NAVIRE (TREUILS, GRUE, PORTIQUE…)",C4,,,,21821001,23180001,,,,
UA.13,MATERIEL D'ACCASTILLAGE,C4,,,,21821001,23180001,,,,
UA.14,"EQUIPEMENTS DE SECURITE, DE SURVIE ET DE SURVEILLANCE POUR NAVIRE",C4,60630000,,,21821001,23180001,,,,
UA.15,MATERIEL DE NAVIGATION,C4,60630000,,,21821001,23180001,,,,
UA.16,AUTRES EQUIPEMENTS POUR BATEAUX,C4,60630000,,,21821001,23180001,,,,
UA.2,FOURNITURES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES BATEAUX ET EQUIPEMENTS DE BATEAUX,,,,,,,,,,
UA.21,CONSOMMABLES POUR L'ENTRETIEN DES BATEAUX,C4,60630000,,,,,,,,
UA.22,PIECES MECANIQUES DE RECHANGE POUR EQUIPEMENTS DE BATEAUX,C4,60630000,,,,,,,,
UA.23,PIECES HYDRAULIQUES POUR EQUIPEMENTS DE BATEAUX,C4,60630000,,,,,,,,
UA.24,PIECES ELECTRIQUES / ELECTRONIQUES POUR EQUIPEMENTS DE BATEAUX,C4,60630000,,,,,,,,
UA.3,SERVICES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES BATEAUX ET EQUIPEMENTS DE BATEAUX,,,,,,,,,,
UA.31,TRAVAUX D'ENTRETIEN ET SERVICES POUR BATEAUX SEMI-RIGIDES,C4,61550000,,,21821001,23180001,,,,
UA.32,TRAVAUX MECANIQUES POUR EQUIPEMENTS DE BATEAUX,C4,61550000,,,21821001,23180001,,,,
UA.33,TRAVAUX HYDRAULIQUES POUR EQUIPEMENTS DE BATEAUX,C4,61550000,,,21821001,23180001,,,,
UA.34,TRAVAUX ELECTRIQUES POUR EQUIPEMENTS DE BATEAUX,C4,61550000,,,21821001,23180001,,,,
UA.35,REPARATION ET MAINTENANCE DU MATERIEL DE NAVIGATION ET DE COMMUNICATION,C4,61550000,,,21821001,,,,,
UA.36,TRAVAUX D'ENTRETIEN DES COQUES ET PONTS DE BATEAUX,C4,61550000,,,21821001,23180001,,,,
UA.37,"SERVICES, TESTS ET CONTRÔLES POUR CERTIFICATION",C4,62880000,,,,,,,,
UA.4,AMENAGEMENT DES LOCAUX DE VIE DES BATEAUX,,,,,,,,,,
UA.41,"MATERIEL DE CHAUFFAGE, VENTILATION, CLIMATISATION, SANITAIRE PR BATEAUX",C4,60630000,61350000,,21821001,23180001,,,,
UA.42,MOBILIER ET AUTRES EQUIPEMENTS D'AMENAGEMENT DES BATEAUX,C4,60630000,61350000,,21821001,23180001,,,,
UA.43,TRAVAUX D'AMENAGEMENT DES BATEAUX,C4,61550000,,,21821001,23180001,,,,
UA.5,MATERIELS DE PRELEVEMENT ET DE PLONGEE SOUS-MARINE,,,,,,,,,,
UA.51,MATERIELS DE PRELEVEMENT,B09,60630000,61350000,,21821001,23180001,,,,
UA.52,MATERIELS DE PLONGEE SOUS-MARINE,B09,60630000,61350000,,21821001,23180001,,,,
UA.53,MAINTENANCE DES MATERIELS DE PLONGEE SOUS-MARINE,B09,61550000,61350000,,21821001,23180001,,,,
UB,VEHICULES AUTONOMES MARINS,,,,,,,,,,
